	len_changed	len_not_found	not_found	changed
Gap-filling DNA repair synthesis and ligation in GG-NER	3	0	[]	{'LIG1': 'LRIG1', 'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
Gap-filling DNA repair synthesis and ligation in TC-NER	4	0	[]	{'LIG1': 'LRIG1', 'ISY1': 'RAB43', 'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
Gastrin-CREB signalling pathway via PKC and MAPK	0	0	[]	{}
Gene Silencing by RNA	3	0	[]	{'POM121': 'POMZP3', 'FKBP6': 'FKBP10', 'H2AFX': 'H2AX'}
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	2	1	['HSP9']	{'AIP': 'AURKAIP1', 'LCP1': 'TOX4'}
Gene expression (Transcription)	33	6	['5S rRNA', '5.8S rRNA', '28S rRNA', 'CSF2 gene', '45S pre-rRNA gene', '18S rRNA, 5.8S rRNA, 28S rRNA']	{'EAF2': 'DMAP1', 'CTGF': 'CCN2', 'VWA9': 'INTS14', 'POM121': 'POMZP3', 'SPP1': 'CXXC1', 'TTF1': 'NKX2-1', 'PVALB': 'MB', 'PTRF': 'CAVIN1', 'NBN': 'ARTN', 'MGA': 'MGAM', 'RPA1': 'POLR1A', 'RAD1': 'ERCC4', 'BDP1': 'PTPN18', 'HTT': 'SLC6A4', 'BRIP1': 'MRPL36', 'ZNF225': 'EGR1', 'RQCD1': 'CNOT9', 'G6PC': 'G6PC1', 'BRF2': 'ZFP36L2', 'BRF1': 'ZFP36L1', 'MIR378': 'MIR378A', 'GLS': 'GLS2', 'FKBP6': 'FKBP10', 'CPSF3L': 'INTS11', 'U2AF1L4': 'IGFLR1', 'RNU12': 'RNU12-2P', 'TMEM55B': 'PIP4P1', 'HKR1': 'ZNF875', 'TAF4B': 'PAPPA-AS1', 'ASUN': 'INTS13', 'H2AFX': 'H2AX', 'GCK': 'MAP4K2', 'GPI': 'GNPDA1'}
Generation of second messenger molecules	4	0	[]	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1', 'FYB': 'FYB1', 'LAT': 'SPNS1'}
Generic Transcription Pathway	20	1	['CSF2 gene']	{'CTGF': 'CCN2', 'SPP1': 'CXXC1', 'PVALB': 'MB', 'NBN': 'ARTN', 'MGA': 'MGAM', 'RPA1': 'POLR1A', 'RAD1': 'ERCC4', 'HTT': 'SLC6A4', 'BRIP1': 'MRPL36', 'ZNF225': 'EGR1', 'RQCD1': 'CNOT9', 'G6PC': 'G6PC1', 'MIR378': 'MIR378A', 'GLS': 'GLS2', 'TMEM55B': 'PIP4P1', 'HKR1': 'ZNF875', 'TAF4B': 'PAPPA-AS1', 'H2AFX': 'H2AX', 'GCK': 'MAP4K2', 'GPI': 'GNPDA1'}
Global Genome Nucleotide Excision Repair (GG-NER)	3	0	[]	{'LIG1': 'LRIG1', 'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
Glucagon signaling in metabolic regulation	0	0	[]	{}
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	0	0	[]	{}
Glucagon-type ligand receptors	2	0	[]	{'GIP': 'C1QTNF1', 'VIP': 'CPAMD8'}
Glucocorticoid biosynthesis	0	0	[]	{}
Gluconeogenesis	5	0	[]	{'FBP2': 'KHSRP', 'PC': 'PODXL', 'GPI': 'GNPDA1', 'G6PC': 'G6PC1', 'PGAM1': 'PGAM4'}
Glucose metabolism	11	0	[]	{'FBP2': 'KHSRP', 'GCK': 'MAP4K2', 'HK3': 'HOOK3', 'PGP': 'PGPEP1', 'HK2': 'HOOK2', 'HK1': 'HOOK1', 'GPI': 'GNPDA1', 'POM121': 'POMZP3', 'G6PC': 'G6PC1', 'PC': 'PODXL', 'PGAM1': 'PGAM4'}
Glucuronidation	0	0	[]	{}
Glutamate Neurotransmitter Release Cycle	1	0	[]	{'GLS': 'GLS2'}
Glutamate and glutamine metabolism	2	0	[]	{'PYCRL': 'PYCR3', 'GLS': 'GLS2'}
Glutamate binding, activation of AMPA receptors and synaptic plasticity	0	0	[]	{}
Glutathione conjugation	1	0	[]	{'GSS': 'PRNP'}
Glutathione synthesis and recycling	1	0	[]	{'GSS': 'PRNP'}
Glycerophospholipid biosynthesis	3	0	[]	{'CDS1': 'CHEK2', 'PISD': 'SFI1', 'TAZ': 'WWTR1'}
Glycerophospholipid catabolism	0	0	[]	{}
Glycine degradation	0	0	[]	{}
Glycogen breakdown (glycogenolysis)	0	0	[]	{}
Glycogen metabolism	0	0	[]	{}
Glycogen storage disease type 0 (liver GYS2)	0	0	[]	{}
Glycogen storage disease type 0 (muscle GYS1)	0	0	[]	{}
Glycogen storage disease type II (GAA)	0	0	[]	{}
Glycogen storage disease type IV (GBE1)	0	0	[]	{}
Glycogen storage disease type Ia (G6PC)	1	0	[]	{'G6PC': 'G6PC1'}
Glycogen storage disease type Ib (SLC37A4)	0	0	[]	{}
Glycogen storage disease type XV (GYG1)	0	0	[]	{}
Glycogen storage diseases	1	0	[]	{'G6PC': 'G6PC1'}
Glycogen synthesis	0	0	[]	{}
Glycolysis	8	0	[]	{'HK2': 'HOOK2', 'HK1': 'HOOK1', 'GPI': 'GNPDA1', 'POM121': 'POMZP3', 'GCK': 'MAP4K2', 'HK3': 'HOOK3', 'PGAM1': 'PGAM4', 'PGP': 'PGPEP1'}
Glycoprotein hormones	0	0	[]	{}
Glycosaminoglycan metabolism	1	0	[]	{'HAS1': 'HNF1A-AS1'}
Glycosphingolipid metabolism	1	0	[]	{'PSAP': 'MTCH1'}
Glyoxylate metabolism and glycine degradation	0	0	[]	{}
Golgi Associated Vesicle Biogenesis	2	0	[]	{'NAPA': 'NAPSA', 'CPD': 'HOMER2'}
Golgi Cisternae Pericentriolar Stack Reorganization	0	0	[]	{}
Golgi-to-ER retrograde transport	3	0	[]	{'NAPB': 'NAPSB', 'NAPA': 'NAPSA', 'ARFGAP1': 'ARFGAP3'}
Growth hormone receptor signaling	0	0	[]	{}
HATs acetylate histones	1	0	[]	{'IKBKAP': 'ELP1'}
HCMV Early Events	9	92	['US17', 'US19', 'UL23', 'UL25', 'UL32', 'UL74', 'UL4', 'US2', 'US26', 'US34', 'UL132', 'UL124', 'US24', 'US23', 'gL', 'UL131A', 'UL43', 'UL99', 'UL138', 'UL76', 'US20', 'US30', 'UL123', 'RL10', 'US33A', 'UL122', 'gN', 'US10', 'UL79', 'RL1', 'UL104', 'US18', 'US34A', 'US3', 'UL130', 'RIR1', 'UL35', 'UL17', 'US16', 'UL11', 'UL96', 'US28', 'US27', 'UL111A', 'US9', 'UL27', 'UL21A', 'UL103', 'UL112/UL113', 'UL36', 'US22', 'HELI', 'UL38', 'UL114', 'UL83', 'UL88', 'UL97', 'UL37', 'UL16', 'UL98', 'gB', 'UL47', 'UL5', 'gM', 'US12', 'RL11', 'UL82', 'US14', 'UL54', 'RNA4.9', 'CVC2', 'UL71', 'UL48', 'UL94', 'UL44', 'US8', 'gH', 'UL102', 'UL13', 'UL133', 'CVC1', 'US11', 'UL84', 'US13', 'UL95', 'UL24', 'UL119/UL118', 'UL34', 'UL69', 'Hh5 strain Merlin complete genome', 'UL78', 'UL26']	{'SCP': 'SLC50A1', 'MCP': 'CAPG', 'TRX1': 'KMT2A', 'DBP': 'GC', 'POM121': 'POMZP3', 'TRX2': 'KMT2B', 'NEC2': 'PCSK2', 'NEC1': 'PCSK1', 'TRS1': 'TRS-TGA2-1'}
HCMV Infection	12	119	['US17', 'US19', 'UL23', 'UL25', 'UL32', 'UL74', 'UL4', 'US2', 'US26', 'US34', 'UL132', 'UL52', 'UL124', 'US24', 'US23', 'gL', 'UL131A', 'UL147', 'UL43', 'UL99', 'UL138', 'UL144', 'RL8A', 'UL92', 'UL76', 'US20', 'US30', 'UL123', 'UL117', 'RL10', 'US33A', 'UL121', 'UL146', 'UL122', 'gN', 'UL87', 'US10', 'UL2', 'RL1', 'UL22A', 'UL79', 'UL104', 'US18', 'US34A', 'UL120', 'US3', 'UL130', 'RIR1', 'UL35', 'UL29', 'UL17', 'US16', 'UL11', 'UL31', 'UL96', 'US28', 'UL14', 'UL91', 'US27', 'RL9A', 'UL111A', 'US9', 'UL27', 'UL21A', 'UL103', 'UL112/UL113', 'UL147A', 'UL36', 'US22', 'UL148', 'HELI', 'US32', 'UL38', 'UL114', 'UL83', 'UL88', 'UL97', 'UL9', 'UL37', 'UL16', 'UL98', 'gB', 'UL47', 'UL5', 'gM', 'US12', 'RL11', 'UL82', 'US14', 'UL54', 'RNA4.9', 'CVC2', 'UL71', 'UL48', 'UL94', 'UL44', 'US8', 'UL102', 'gH', 'UL13', 'UL133', 'CVC1', 'UL80', 'US11', 'UL84', 'US13', 'UL15A', 'UL41A', 'UL95', 'UL70', 'UL24', 'UL119/UL118', 'UL34', 'UL69', 'UL18', 'Hh5 strain Merlin complete genome', 'UL7', 'UL78', 'UL26']	{'SCP': 'SLC50A1', 'MCP': 'CAPG', 'TRX1': 'KMT2A', 'DBP': 'GC', 'POM121': 'POMZP3', 'TRX2': 'KMT2B', 'TRM2': 'TRX-CAT1-2', 'TRM1': 'TRMT1', 'NEC2': 'PCSK2', 'NEC1': 'PCSK1', 'TRM3': 'TARBP1', 'TRS1': 'TRS-TGA2-1'}
HCMV Late Events	12	77	['UL23', 'UL25', 'UL32', 'UL74', 'UL132', 'UL52', 'US23', 'gL', 'UL131A', 'UL147', 'UL43', 'UL99', 'UL144', 'RL8A', 'UL92', 'UL76', 'UL117', 'UL121', 'UL146', 'UL122', 'gN', 'UL87', 'UL2', 'UL22A', 'UL79', 'UL104', 'UL120', 'UL130', 'RIR1', 'UL35', 'UL29', 'UL96', 'UL31', 'UL14', 'UL91', 'RL9A', 'UL111A', 'UL103', 'UL112/UL113', 'UL147A', 'UL36', 'US22', 'UL148', 'HELI', 'US32', 'UL38', 'UL83', 'UL88', 'UL97', 'UL9', 'gB', 'UL47', 'gM', 'RL11', 'UL82', 'UL54', 'RNA4.9', 'CVC2', 'UL71', 'UL48', 'UL94', 'UL44', 'gH', 'UL102', 'CVC1', 'UL80', 'UL84', 'UL15A', 'UL41A', 'UL95', 'UL70', 'UL24', 'UL69', 'UL18', 'Hh5 strain Merlin complete genome', 'UL7', 'UL26']	{'SCP': 'SLC50A1', 'MCP': 'CAPG', 'TRX1': 'KMT2A', 'DBP': 'GC', 'POM121': 'POMZP3', 'TRX2': 'KMT2B', 'TRM2': 'TRX-CAT1-2', 'TRM1': 'TRMT1', 'NEC2': 'PCSK2', 'NEC1': 'PCSK1', 'TRM3': 'TARBP1', 'TRS1': 'TRS-TGA2-1'}
HCN channels	0	0	[]	{}
HDACs deacetylate histones	1	0	[]	{'BRMS1': 'BRMS1L'}
HDL assembly	0	0	[]	{}
HDL clearance	0	0	[]	{}
HDL remodeling	1	0	[]	{'ALB': 'FBF1'}
HDMs demethylate histones	1	0	[]	{'MINA': 'RIOX2'}
HDR through Homologous Recombination (HRR)	5	0	[]	{'BRIP1': 'MRPL36', 'POLK': 'TENT4A', 'RAD1': 'ERCC4', 'RPA1': 'POLR1A', 'NBN': 'ARTN'}
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	9	0	[]	{'RAD1': 'ERCC4', 'BRCC3': 'DEPDC1B', 'BRIP1': 'MRPL36', 'BRE': 'BABAM2', 'FAM175A': 'ABRAXAS1', 'NBN': 'ARTN', 'H2AFX': 'H2AX', 'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
HDR through MMEJ (alt-NHEJ)	1	0	[]	{'NBN': 'ARTN'}
HDR through Single Strand Annealing (SSA)	4	0	[]	{'BRIP1': 'MRPL36', 'RAD1': 'ERCC4', 'RPA1': 'POLR1A', 'NBN': 'ARTN'}
HHAT G278V doesn't palmitoylate Hh-Np	0	0	[]	{}
HIV Infection	3	9	['rev', 'env', 'tat', 'gag', 'vpr', 'nef', 'vpu', 'gag-pol', 'vif']	{'LIG1': 'LRIG1', 'POM121': 'POMZP3', 'TAF4B': 'PAPPA-AS1'}
HIV Life Cycle	3	9	['rev', 'env', 'tat', 'gag', 'vpr', 'nef', 'vpu', 'gag-pol', 'vif']	{'LIG1': 'LRIG1', 'POM121': 'POMZP3', 'TAF4B': 'PAPPA-AS1'}
HIV Transcription Elongation	0	1	['tat']	{}
HIV Transcription Initiation	1	0	[]	{'TAF4B': 'PAPPA-AS1'}
HIV elongation arrest and recovery	0	0	[]	{}
HS-GAG biosynthesis	0	0	[]	{}
HS-GAG degradation	0	0	[]	{}
HSF1 activation	1	1	['HSBP2']	{'RPA1': 'POLR1A'}
HSF1-dependent transactivation	0	1	['HSBP2']	{}
HSP90 chaperone cycle for steroid hormone receptors (SHR)	0	0	[]	{}
Hedgehog 'off' state	1	0	[]	{'SMO': 'SMOX'}
Hedgehog 'on' state	1	0	[]	{'SMO': 'SMOX'}
Hedgehog ligand biogenesis	0	0	[]	{}
Heme biosynthesis	1	0	[]	{'ALB': 'FBF1'}
Heme degradation	1	0	[]	{'ALB': 'FBF1'}
Hemostasis	16	18	['IGHV', 'opaK', 'opaJ', 'opaA', 'opaH', 'opaD', 'opaE', 'eba1', 'opaB', 'opaI', 'eba-140', 'opaF', 'IGLV', 'ebl-1', 'opaC', 'G6B', 'opaG', 'piiC']	{'TRPC7': 'TRPM2', 'SCG3': 'SGCG', 'PSAP': 'MTCH1', 'NOS1': 'NANOS1', 'SELP': 'SELENOP', 'SPN': 'DEAF1', 'ALB': 'FBF1', 'SPP2': 'SGPP2', 'ATP2B2': 'ATP2B4', 'HRG': 'NRG1', 'GUCY1A3': 'GUCY1A1', 'GUCY1B3': 'GUCY1B1', 'F3': 'CNTN1', 'NOS3': 'NANOS3', 'LAT': 'SPNS1', 'PSG11': 'PSG9'}
Heparan sulfate/heparin (HS-GAG) metabolism	0	0	[]	{}
Hereditary fructose intolerance	0	0	[]	{}
Hh mutants abrogate ligand secretion	0	0	[]	{}
Hh mutants are degraded by ERAD	0	0	[]	{}
Highly calcium permeable nicotinic acetylcholine receptors	0	0	[]	{}
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	0	0	[]	{}
Highly sodium permeable postsynaptic acetylcholine nicotinic receptors	0	0	[]	{}
Histamine receptors	1	0	[]	{'HRH2': 'DHX15'}
Histidine catabolism	0	0	[]	{}
Homologous DNA Pairing and Strand Exchange	4	0	[]	{'BRIP1': 'MRPL36', 'RAD1': 'ERCC4', 'RPA1': 'POLR1A', 'NBN': 'ARTN'}
Homology Directed Repair	9	0	[]	{'RAD1': 'ERCC4', 'BRCC3': 'DEPDC1B', 'BRIP1': 'MRPL36', 'BRE': 'BABAM2', 'FAM175A': 'ABRAXAS1', 'NBN': 'ARTN', 'H2AFX': 'H2AX', 'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
Hormone ligand-binding receptors	0	0	[]	{}
Host Interactions of HIV factors	1	8	['rev', 'tat', 'gag', 'vpr', 'nef', 'vpu', 'gag-pol', 'vif']	{'POM121': 'POMZP3'}
HuR (ELAVL1) binds and stabilizes mRNA	0	0	[]	{}
Hyaluronan biosynthesis and export	1	0	[]	{'HAS1': 'HNF1A-AS1'}
Hyaluronan metabolism	1	0	[]	{'HAS1': 'HNF1A-AS1'}
Hyaluronan uptake and degradation	0	0	[]	{}
Hydrolysis of LPC	0	0	[]	{}
Hydrolysis of LPE	0	0	[]	{}
Hydroxycarboxylic acid-binding receptors	0	0	[]	{}
Hypusine synthesis from eIF5A-lysine	0	0	[]	{}
IGF1R signaling cascade	1	0	[]	{'FGF2': 'FGF13'}
IKBKB deficiency causes SCID	0	0	[]	{}
IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)	0	0	[]	{}
IKK complex recruitment mediated by RIP1	0	0	[]	{}
IL-6-type cytokine receptor ligand interactions	1	0	[]	{'OSM': 'CCM2'}
IRAK1 recruits IKK complex	0	0	[]	{}
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	0	0	[]	{}
IRAK2 mediated activation of TAK1 complex	0	0	[]	{}
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	0	0	[]	{}
IRAK4 deficiency (TLR2/4)	0	2	['mip', 'porB']	{}
IRAK4 deficiency (TLR5)	0	1	['fliC']	{}
IRE1alpha activates chaperones	3	2	['FKBP14 gene', 'ATPV0D1']	{'C19orf10': 'MYDGF', 'SRPR': 'SRPRA', 'ARFGAP1': 'ARFGAP3'}
IRF3 mediated activation of type 1 IFN	0	0	[]	{}
IRF3-mediated induction of type I IFN	0	0	[]	{}
IRS activation	0	0	[]	{}
IRS-mediated signalling	1	0	[]	{'FGF2': 'FGF13'}
IRS-related events triggered by IGF1R	1	0	[]	{'FGF2': 'FGF13'}
ISG15 antiviral mechanism	3	1	['gag']	{'KPNA7': 'KPNA6', 'POM121': 'POMZP3', 'NS': 'GNL3'}
IkBA variant leads to EDA-ID	0	0	[]	{}
Imatinib-resistant KIT mutants	0	0	[]	{}
Imatinib-resistant PDGFR mutants	0	0	[]	{}
Immune System	43	16	['VP3', 'gag', 'fliC', 'UL83', 'HA', 'CSF2 gene', 'cd21', 'IGLV', 'env', 'prgJ', 'hly', 'HSP9', 'mip', 'IGHV', 'fljB', 'porB']	{'POM121': 'POMZP3', 'PARK2': 'PRKN', 'NOS1': 'NANOS1', 'TNFRSF11B': 'BTF3P11', 'HK3': 'HOOK3', 'PLAC8': 'LGALS13', 'FABP5': 'FABP5P1', 'CPN2': 'CYP11B2', 'RILP': 'PRICKLE1', 'PAK1': 'PKN1', 'NOS3': 'NANOS3', 'IL27': 'IL17D', 'OSM': 'CCM2', 'HMHA1': 'ARHGAP45', 'MMTAG2': 'C1orf35', 'TAP2': 'SEC14L3', 'PSAP': 'MTCH1', 'CDH1': 'FZR1', 'PAK3': 'ARHGEF7', 'IL8': 'CXCL8', 'SSA2': 'RO60', 'NS': 'GNL3', 'HN': 'MT-RNR2', 'DEFA3': 'DEFA1A3', 'PGAM1': 'PGAM4', 'FGF2': 'FGF13', 'CECR1': 'ADA2', 'HLA-H': 'HFE', 'VPRBP': 'DCAF1', 'LCP1': 'TOX4', 'LAT2': 'SLC7A8', 'SSA1': 'TRIM21', 'LAT': 'SPNS1', 'VAT1': 'SLC18A1', 'AIP': 'AURKAIP1', 'FYB': 'FYB1', 'KPNA7': 'KPNA6', 'TRAF2': 'TANK', 'DEFB131': 'DEFB131A', 'BRI3': 'ITM2C', 'TNFSF6': 'FASLG', 'DEFB108P1': 'DEFB108A', 'GPI': 'GNPDA1'}
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3	5	['IGHV', 'cd21', 'HA', 'UL83', 'IGLV']	{'HLA-H': 'HFE', 'HN': 'MT-RNR2', 'CDH1': 'FZR1'}
Inactivation of APC/C via direct inhibition of the APC/C complex	0	0	[]	{}
Inactivation of CDC42 and RAC1	0	0	[]	{}
Inactivation, recovery and regulation of the phototransduction cascade	1	0	[]	{'SAG': 'RNF7'}
Incretin synthesis, secretion, and inactivation	2	0	[]	{'GRP': 'LGALSL', 'GIP': 'C1QTNF1'}
Infection with Mycobacterium tuberculosis	0	55	['secA1', 'PPE2', 'Rv2779c', 'Rv1281c', 'sapM', 'Rv1410c', 'secG', 'lpdC', 'dlaT', 'sodC', 'Rv2238c', 'pstS1', 'secF', 'secY', 'rpoZ', 'lprG', 'Rv3655c', 'lprM', 'rpoB', 'Rv3654c', 'trxB', 'Rv3364c', 'secE', 'ahpC', 'esxG', 'Rv2895c', 'secD', 'msrA', 'bfrB', 'ggtA', 'ptpA', 'Rv1282c', 'cpnT', 'Rv1280c', 'ahpD', 'rpoC', 'esxA', 'tpx', 'sodB', 'rpoA', 'irtA', 'irtB', 'bfr', 'secA2', 'ndkA', 'trx-2', 'katG', 'esxH', 'fgd1', 'eis', 'trxA', 'adhE2', 'MT2748', 'Rv1283c', 'glbN']	{}
Infectious disease	31	222	['rev', 'Rv2779c', 'UL23', 'UL25', 'UL32', 'US2', 'Rv1281c', 'US26', 'sapM', 'tat', 'Rv1410c', 'IGHV', 'gL', 'secG', 'UL43', 'UL144', 'UL138', 'sodC', 'UL76', 'Rv2238c', 'gag', 'rpoA', 'US3', 'UL130', 'US16', 'UL96', 'secE', '7a', 'nef', 'E', 'secD', 'pp1a', '5S rRNA', 'UL147A', 'UL38', 'UL83', 'UL88', 'irtA', '5.8S rRNA', 'UL82', 'US14', 'irtB', 'bfr', 'US11', 'UL84', 'eis', 'UL15A', 'MT2748', 'Rv1283c', 'UL18', 'UL78', 'US17', 'M', 'UL74', 'env', 'UL132', 'UL124', 'UL131A', 'NS5B', 'lpdC', 'dlaT', 'RL8A', 'UL92', 'UL117', '18S rRNA', 'UL87', 'US10', 'RL1', 'cya', 'UL104', 'US34A', 'Rv3655c', 'lprM', 'PB2', 'LPG1G2', 'ha17', 'US28', 'RL9A', 'Rv2895c', 'UL27', 'UL21A', 'UL103', 'UL112/UL113', 'Rv1282c', 'US22', 'cpnT', 'Rv1280c', 'sta1', 'N', 'UL47', 'UL98', 'UL5', 'gB', '28S rRNA', 'secA2', 'RNA4.9', 'vif', 'CVC2', 'ndkA', 'UL71', 'UL48', 'UL94', 'UL44', 'UL13', 'UL133', 'UL80', 'SARS coronavirus, complete genome', 'esxH', 'UL95', 'secA1', 'UL4', 'US34', 'ha70', 'US24', 'US23', 'S', 'UL22A', 'US30', 'RL10', 'UL123', 'US33A', 'vpr', 'UL146', 'pagA', 'secY', 'US18', 'UL120', 'lprG', 'UL35', 'UL29', 'UL17', 'UL31', 'Rv3654c', 'trxB', 'Rv3364c', 'UL14', 'UL91', 'esxG', 'UL111A', 'HA', 'msrA', 'ntnha', 'UL26', 'ggtA', 'ptpA', 'UL148', 'botD', 'esxA', 'rpoC', 'US32', 'sodB', 'UL114', 'UL9', 'US12', 'gM', 'RL11', 'vpu', 'UL54', 'trx-2', 'US8', '9b', '8b', 'fgd1', 'trxA', 'IGLV', 'UL41A', 'UL70', 'botB', 'adhE2', 'UL37', 'glbN', 'PPE2', 'US19', 'UL52', 'UL147', 'UL99', 'botG', 'US20', 'UL121', 'pstS1', 'UL122', 'gN', 'secF', 'rep', 'UL2', 'UL79', 'rpoZ', 'RIR1', 'rpoB', 'tetX', 'botA', 'UL11', 'lef', 'US27', 'HA-33', 'ahpC', 'US9', '3a', 'bfrB', 'UL36', 'inlA', 'ahpD', 'HELI', 'tpx', 'UL97', 'botE', 'UL16', 'botF', 'gag-pol', 'inlB', 'gH', 'UL102', 'CVC1', 'katG', 'US13', 'UL119/UL118', 'UL24', 'UL34', 'UL69', 'Hh5 strain Merlin complete genome', 'UL7', '1a']	{'TAAR3': 'TAAR3P', 'POM121': 'POMZP3', 'BRMS1': 'BRMS1L', 'RPL36A': 'RPL36AL', 'TAF4B': 'PAPPA-AS1', 'TRS1': 'TRS-TGA2-1', 'PTH2': 'PTENP1', 'SCP': 'SLC50A1', 'MGAT2': 'MOGAT2', 'HRH2': 'DHX15', 'RPL13': 'MRPL13', 'GIP': 'C1QTNF1', 'KPNA7': 'KPNA6', 'TRX1': 'KMT2A', 'NP': 'CTF2P', 'CDH1': 'FZR1', 'TRM1': 'TRMT1', 'NEC2': 'PCSK2', 'TRM3': 'TARBP1', 'MCP': 'CAPG', 'VIP': 'CPAMD8', 'DBP': 'GC', 'LIG1': 'LRIG1', 'TRX2': 'KMT2B', 'TRM2': 'TRX-CAT1-2', 'PB1': 'PBRM1', 'NS': 'GNL3', 'PA': 'EPB42', 'RPL10': 'RPL15', 'NA': 'XK', 'NEC1': 'PCSK1'}
Inflammasomes	0	4	['fliC', 'fljB', 'prgJ', 'hly']	{}
Influenza Infection	10	7	['M', '18S rRNA', 'PB2', 'HA', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'PA': 'EPB42', 'RPL13': 'MRPL13', 'KPNA7': 'KPNA6', 'POM121': 'POMZP3', 'RPL10': 'RPL15', 'NP': 'CTF2P', 'NA': 'XK', 'PB1': 'PBRM1', 'NS': 'GNL3', 'RPL36A': 'RPL36AL'}
Influenza Viral RNA Transcription and Replication	9	7	['M', '18S rRNA', 'PB2', 'HA', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'PA': 'EPB42', 'RPL13': 'MRPL13', 'POM121': 'POMZP3', 'RPL10': 'RPL15', 'NP': 'CTF2P', 'NA': 'XK', 'PB1': 'PBRM1', 'NS': 'GNL3', 'RPL36A': 'RPL36AL'}
Influenza Virus Induced Apoptosis	2	0	[]	{'PB1': 'PBRM1', 'NA': 'XK'}
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	0	0	[]	{}
Inhibition of DNA recombination at telomere	1	0	[]	{'H2AFX': 'H2AX'}
Inhibition of Host mRNA Processing and RNA Silencing	1	0	[]	{'NS': 'GNL3'}
Inhibition of IFN-beta	1	0	[]	{'NS': 'GNL3'}
Inhibition of Interferon Synthesis	1	0	[]	{'NS': 'GNL3'}
Inhibition of PKR	1	0	[]	{'NS': 'GNL3'}
Inhibition of Signaling by Overexpressed EGFR	0	0	[]	{}
Inhibition of TSC complex formation by PKB	0	0	[]	{}
Inhibition of membrane repair	0	2	['esxG', 'esxH']	{}
Inhibition of nitric oxide production	0	1	['PPE2']	{}
Inhibition of replication initiation of damaged DNA by RB1/E2F1	0	0	[]	{}
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	0	0	[]	{}
Initial triggering of complement	0	2	['IGHV', 'IGLV']	{}
Initiation of Nuclear Envelope (NE) Reformation	0	0	[]	{}
InlA-mediated entry of Listeria monocytogenes into host cells	1	1	['inlA']	{'CDH1': 'FZR1'}
InlB-mediated entry of Listeria monocytogenes into host cell	0	1	['inlB']	{}
Innate Immune System	25	9	['IGHV', 'fljB', 'fliC', 'porB', 'env', 'prgJ', 'hly', 'IGLV', 'mip']	{'HMHA1': 'ARHGAP45', 'DEFA3': 'DEFA1A3', 'MMTAG2': 'C1orf35', 'VAT1': 'SLC18A1', 'PGAM1': 'PGAM4', 'PSAP': 'MTCH1', 'NOS1': 'NANOS1', 'HK3': 'HOOK3', 'CECR1': 'ADA2', 'PLAC8': 'LGALS13', 'FABP5': 'FABP5P1', 'CPN2': 'CYP11B2', 'TRAF2': 'TANK', 'PAK3': 'ARHGEF7', 'HLA-H': 'HFE', 'DEFB131': 'DEFB131A', 'BRI3': 'ITM2C', 'SSA2': 'RO60', 'DEFB108P1': 'DEFB108A', 'PAK1': 'PKN1', 'LAT2': 'SLC7A8', 'SSA1': 'TRIM21', 'GPI': 'GNPDA1', 'NOS3': 'NANOS3', 'LAT': 'SPNS1'}
Inositol phosphate metabolism	0	0	[]	{}
Inositol transporters	0	0	[]	{}
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	0	0	[]	{}
Insulin effects increased synthesis of Xylulose-5-Phosphate	0	0	[]	{}
Insulin processing	0	0	[]	{}
Insulin receptor recycling	0	0	[]	{}
Insulin receptor signalling cascade	1	0	[]	{'FGF2': 'FGF13'}
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	0	0	[]	{}
Integration of energy metabolism	0	0	[]	{}
Integration of provirus	0	6	['rev', 'vif', 'vpu', 'gag', 'gag-pol', 'vpr']	{}
Integration of viral DNA into host genomic DNA	0	6	['rev', 'vif', 'vpu', 'gag', 'gag-pol', 'vpr']	{}
Integrin cell surface interactions	2	0	[]	{'SPP1': 'CXXC1', 'CDH1': 'FZR1'}
Integrin signaling	0	0	[]	{}
Interaction With Cumulus Cells And The Zona Pellucida	0	0	[]	{}
Interaction between L1 and Ankyrins	0	0	[]	{}
Interaction between PHLDA1 and AURKA	0	0	[]	{}
Interactions of Rev with host cellular proteins	1	1	['rev']	{'POM121': 'POMZP3'}
